KUNNR	HKUNNR
0000701700	0000600561
0000701701	0000600580
0000701702	0000600580
0000701703	0000600587
0000701704	0000600804
0000701705	0000600600
0000701706	0000600583
0000701707	0000600583
0000701708	0000600774
0000701709	0000600850
0000701710	0000600597
0000701711	0000600587
0000701712	0000600587
0000701713	0000600604
0000701714	0000600587
0000701715	0000600570
0000701716	0000600604
0000701717	0000600587
0000701718	0000600326
0000701719	0000600557
0000701720	0000600583
0000701721	0000600597
0000701722	0000600805
0000701723	0000600580
0000701724	0000600526
0000701725	0000600580
0000701726	0000600326
0000701727	0000600578
0000701728	0000600526
0000701729	0000600580
0000701730	0000600604
0000701731	0000600603
0000701732	0000600597
0000701733	0000600583
0000701734	0000600946
0000701735	0000600556
0000701736	0000600587
0000701737	0000600578
0000701738	0000600665
0000701739	0000600587
0000701740	0000600552
0000701741	0000600587
0000701742	0000600946
0000701743	0000600584
0000701744	0000600584
0000701745	0000600596
0000701746	0000600526
0000701747	0000600671
0000701748	0000600585
0000701749	0000600600
0000701750	0000600946
0000701751	0000600506
0000701752	0000600517
0000701753	0000600600
0000701754	0000600522
0000701755	0000600583
0000701756	0000600587
0000701757	0000600600
0000701758	0000600587
0000701759	0000600585
0000701760	0000600806
0000701761	0000600807
0000701762	0000600585
0000701763	0000600596
0000701764	0000600587
0000701765	0000600587
0000701766	0000600583
0000701767	0000600602
0000701768	0000600626
0000701769	0000600946
0000701770	0000600536
0000701771	0000600580
0000701772	0000600570
0000701773	0000600524
0000701774	0000600591
0000701775	0000600580
0000701776	0000600836
0000701777	0000600326
0000701778	0000600602
0000701779	0000600583
0000701780	0000600631
0000701781	0000600631
0000701782	0000600774
0000701783	0000600587
0000701784	0000600597
0000701785	0000600946
0000701786	0000600587
0000701787	0000600585
0000701788	0000600511
0000701789	0000600583
0000701790	0000600541
0000701791	0000600541
0000701792	0000600587
0000701793	0000600946
0000701794	0000600587
0000701795	0000600581
0000701796	0000600585
0000701797	0000600541
0000701798	0000600587
0000701799	0000600587
0000701800	0000600587
0000701801	0000600552
0000701802	0000600597
0000701803	0000600591
0000701804	0000600583
0000701805	0000600603
0000701806	0000600592
0000701807	0000600946
0000701808	0000600581
0000701809	0000600597
0000701810	0000600583
0000701811	0000600511
0000701812	0000600541
0000701813	0000600580
0000701814	0000600580
0000701815	0000600580
0000701816	0000600580
0000701817	0000600585
0000701818	0000600583
0000701819	0000600597
0000701820	0000600597
0000701821	0000600602
0000701822	0000600510
0000701823	0000601357
0000701824	0000600597
0000701825	0000600541
0000701826	0000600597
0000701827	0000600631
0000701828	0000600597
0000701829	0000600570
0000701830	0000600631
0000701831	0000600326
0000701832	0000600602
0000701833	0000600583
0000701834	0000600597
0000701835	0000600585
0000701836	0000600600
0000701837	0000600646
0000701838	0000600570
0000701839	0000600569
0000701840	0000600583
0000701841	0000600597
0000701842	0000600602
0000701843	0000600591
0000701844	0000600581
0000701845	0000600587
0000701846	0000600583
0000701847	0000600596
0000701848	0000600522
0000701849	0000600585
0000701850	0000600596
0000701851	0000600517
0000701852	0000600517
0000701853	0000600511
0000701854	0000601105
0000701855	0000600583
0000701856	0000601105
0000701857	0000600570
0000701858	0000600946
0000701859	0000600583
0000701860	0000600578
0000701861	0000600578
0000701862	0000600602
0000701863	0000600602
0000701864	0000600587
0000701865	0000600597
0000701866	0000600946
0000701867	0000600552
0000701868	0000600526
0000701869	0000600587
0000701870	0000600600
0000701871	0000600597
0000701872	0000600596
0000701873	0000600937
0000701874	0000600937
0000701875	0000600587
0000701876	0000600587
0000701877	0000600600
0000701878	0000600583
0000701879	0000600596
0000701880	0000600630
0000701881	0000600587
0000701882	0000600946
0000701883	0000600600
0000701884	0000600509
0000701885	0000600600
0000701886	0000600600
0000701887	0000600587
0000701888	0000600600
0000701889	0000600587
0000701890	0000600946
0000701891	0000600587
0000701892	0000600587
0000701893	0000600774
0000701894	0000600585
0000701895	0000600600
0000701896	0000600602
0000701897	0000600600
0000701898	0000600665
0000701899	0000600587
0000701900	0000600585
0000701901	0000600597
0000701902	0000600587
0000701903	0000600587
0000701904	0000600946
0000701905	0000600552
0000701906	0000600597
0000701907	0000600587
0000701908	0000600596
0000701909	0000600597
0000701910	0000600585
0000701911	0000600587
0000701912	0000600946
0000701913	0000600774
0000701914	0000600581
0000701915	0000600587
0000701916	0000600583
0000701917	0000600597
0000701918	0000600597
0000701919	0000600585
0000701920	0000600946
0000701921	0000600836
0000701922	0000600808
0000701923	0000600597
0000701924	0000600600
0000701925	0000600585
0000701926	0000600597
0000701927	0000600584
0000701928	0000600597
0000701929	0000600585
0000701930	0000600597
0000701931	0000600694
0000701932	0000600600
0000701933	0000600587
0000701934	0000600596
0000701935	0000600592
0000701936	0000600524
0000701937	0000600587
0000701938	0000600597
0000701939	0000600597
0000701940	0000600597
0000701942	0000600600
0000701943	0000600597
0000701944	0000600597
0000701945	0000600843
0000701946	0000600591
0000701947	0000604135
0000701948	0000600591
0000701949	0000600583
0000701950	0000600596
0000701951	0000600587
0000701952	0000600640
0000701953	0000600673
0000701954	0000600587
0000701955	0000600946
0000701956	0000600578
0000701957	0000600597
0000701958	0000600602
0000701959	0000600600
0000701960	0000600603
0000701961	0000600543
0000701962	0000600597
0000701963	0000600607
0000701964	0000600602
0000701965	0000600600
0000701966	0000600597
0000701967	0000600661
0000701968	0000600600
0000701969	0000600596
0000701970	0000600597
0000701971	0000600326
0000701972	0000600585
0000701973	0000600597
0000701974	0000600521
0000701975	0000600602
0000701976	0000600583
0000701977	0000600591
0000701978	0000600600
0000701979	0000600584
0000701980	0000600597
0000701981	0000600541
0000701982	0000600536
0000701983	0000600587
0000701984	0000600587
0000701985	0000600578
0000701986	0000600511
0000701987	0000600597
0000701988	0000600591
0000701989	0000600587
0000701990	0000600600
0000701991	0000600602
0000701992	0000600591
0000701993	0000600597
0000701994	0000600587
0000701995	0000600584
0000701996	0000600596
0000701997	0000600602
0000701998	0000600600
0000701999	0000600593
0000702000	0000600503
0000702001	0000600602
0000702002	0000600600
0000702003	0000600597
0000702004	0000600597
0000702005	0000600946
0000702007	0000600600
0000702008	0000600587
0000702009	0000600561
0000702010	0000600587
0000702011	0000600587
0000702012	0000600514
0000702013	0000600603
0000702014	0000600541
0000702015	0000600552
0000702016	0000600593
0000702017	0000600597
0000702018	0000600596
0000702019	0000600811
0000702020	0000600581
0000702021	0000600500
0000702022	0000600602
0000702023	0000600597
0000702024	0000600597
0000702025	0000600597
0000702026	0000601184
0000702027	0000600585
0000702028	0000600561
0000702029	0000600561
0000702030	0000600583
0000702031	0000600561
0000702032	0000600587
0000702033	0000600587
0000702034	0000600583
0000702035	0000600630
0000702036	0000600585
0000702037	0000600597
0000702038	0000600580
0000702039	0000600580
0000702040	0000600570
0000702041	0000600570
0000702042	0000601085
0000702043	0000600580
0000702044	0000600597
0000702045	0000600593
0000702046	0000600587
0000702047	0000600600
0000702048	0000600946
0000702049	0000600579
0000702050	0000600579
0000702051	0000600578
0000702052	0000600578
0000702053	0000600596
0000702054	0000600573
0000702055	0000600585
0000702056	0000600581
0000702057	0000600548
0000702058	0000600580
0000702059	0000600580
0000702060	0000600597
0000702061	0000600597
0000702062	0000600587
0000702063	0000600591
0000702064	0000600602
0000702065	0000600600
0000702066	0000600597
0000702067	0000600600
0000702068	0000600591
0000702069	0000600587
0000702070	0000600585
0000702071	0000600541
0000702072	0000602019
0000702073	0000600501
0000702074	0000600556
0000702075	0000600581
0000702076	0000600597
0000702077	0000600592
0000702078	0000600603
0000702079	0000600561
0000702080	0000604135
0000702081	0000600501
0000702082	0000600561
0000702083	0000600587
0000702084	0000600795
0000702085	0000600561
0000702086	0000601497
0000702087	0000600552
0000702088	0000600591
0000702089	0000600561
0000702090	0000600583
0000702091	0000600502
0000702092	0000600585
0000702093	0000600591
0000702094	0000600580
0000702095	0000600597
0000702096	0000600596
0000702097	0000600591
0000702098	0000600583
0000702099	0000600581
0000702100	0000600602
0000702101	0000600587
0000702102	0000602559
0000702103	0000600585
0000702104	0000600584
0000702105	0000600516
0000702106	0000600774
0000702107	0000600511
0000702108	0000600585
0000702109	0000600580
0000702110	0000601659
0000702111	0000600597
0000702112	0000600596
0000702113	0000600591
0000702114	0000600514
0000702115	0000600587
0000702116	0000600597
0000702117	0000600585
0000702118	0000600587
0000702119	0000600596
0000702120	0000600587
0000702121	0000600584
0000702122	0000600517
0000702123	0000600578
0000702124	0000600587
0000702125	0000600583
0000702126	0000600774
0000702127	0000600631
0000702128	0000600597
0000702129	0000604135
0000702130	0000600600
0000702131	0000600600
0000702132	0000600603
0000702133	0000600631
0000702134	0000600583
0000702135	0000600602
0000702136	0000600602
0000702137	0000600549
0000702138	0000600519
0000702139	0000600583
0000702140	0000600596
0000702141	0000600600
0000702142	0000600602
0000702143	0000600600
0000702144	0000600597
0000702145	0000605015
0000702146	0000600587
0000702147	0000600587
0000702148	0000600602
0000702149	0000600517
0000702150	0000600580
0000702151	0000600580
0000702152	0000600587
0000702153	0000600514
0000702154	0000600597
0000702155	0000600597
0000702156	0000600597
0000702157	0000600597
0000702158	0000600514
0000702159	0000600583
0000702160	0000600514
0000702161	0000600506
0000702162	0000600583
0000702163	0000600584
0000702164	0000600587
0000702165	0000600583
0000702166	0000600581
0000702167	0000600587
0000702168	0000600517
0000702169	0000600517
0000702170	0000600514
0000702171	0000600592
0000702172	0000600581
0000702173	0000600541
0000702174	0000600774
0000702175	0000600602
0000702176	0000600596
0000702177	0000600600
0000702178	0000600596
0000702179	0000600596
0000702180	0000600631
0000702181	0000600596
0000702182	0000600585
0000702183	0000600597
0000702184	0000600503
0000702185	0000600600
0000702186	0000600597
0000702187	0000600602
0000702188	0000602032
0000702189	0000600659
0000702190	0000600600
0000702191	0000600602
0000702192	0000600507
0000702193	0000600580
0000702194	0000600602
0000702195	0000600570
0000702196	0000605015
0000702197	0000600591
0000702198	0000600502
0000702199	0000600602
0000702200	0000600583
0000702201	0000600602
0000702202	0000600580
0000702203	0000600591
0000702204	0000600514
0000702205	0000600602
0000702206	0000600514
0000702207	0000600596
0000702208	0000600602
0000702209	0000600581
0000702210	0000600514
0000702211	0000600596
0000702212	0000600583
0000702213	0000600600
0000702214	0000600593
0000702215	0000600583
0000702216	0000600603
0000702217	0000600596
0000702218	0000605015
0000702219	0000600600
0000702220	0000600580
0000702221	0000600583
0000702222	0000600522
0000702223	0000600541
0000702224	0000600580
0000702225	0000600568
0000702226	0000600557
0000702227	0000600585
0000702228	0000600713
0000702229	0000600583
0000702230	0000600521
0000702231	0000600514
0000702232	0000600584
0000702233	0000600595
0000702234	0000604135
0000702235	0000600583
0000702236	0000600511
0000702237	0000600533
0000702238	0000600511
0000702239	0000600591
0000702240	0000600602
0000702241	0000600602
0000702242	0000600836
0000702243	0000600585
0000702244	0000600596
0000702245	0000600592
0000702246	0000600587
0000702247	0000600596
0000702248	0000600581
0000702249	0000600580
0000702250	0000600578
0000702251	0000600596
0000702252	0000600502
0000702253	0000600587
0000702254	0000600585
0000702255	0000600596
0000702256	0000600583
0000702257	0000600597
0000702258	0000600587
0000702259	0000600587
0000702260	0000600602
0000702261	0000600774
0000702262	0000600600
0000702263	0000600600
0000702264	0000600580
0000702265	0000600836
0000702266	0000600584
0000702267	0000600597
0000702268	0000600600
0000702269	0000604135
0000702270	0000600597
0000702271	0000600541
0000702272	0000600597
0000702273	0000600514
0000702274	0000600521
0000702275	0000600548
0000702276	0000600631
0000702277	0000605015
0000702278	0000600592
0000702279	0000600583
0000702280	0000600583
0000702281	0000600583
0000702282	0000600774
0000702283	0000600587
0000702284	0000600583
0000702285	0000600407
0000702286	0000600501
0000702287	0000600673
0000702288	0000600561
0000702289	0000600646
0000702290	0000600597
0000702291	0000600584
0000702292	0000600581
0000702293	0000604135
0000702294	0000601158
0000702295	0000600514
0000702296	0000600514
0000702297	0000600514
0000702298	0000600533
0000702299	0000600514
0000702300	0000600602
0000702301	0000600585
0000702302	0000600839
0000702303	0000600578
0000702304	0000600602
0000702305	0000600541
0000702306	0000600552
0000702307	0000604135
0000702308	0000600585
0000702309	0000600592
0000702310	0000600585
0000702311	0000600584
0000702312	0000600583
0000702313	0000600597
0000702314	0000600587
0000702315	0000600583
0000702316	0000600591
0000702317	0000600631
0000702318	0000600585
0000702319	0000600585
0000702320	0000600585
0000702321	0000600587
0000702322	0000600541
0000702323	0000600587
0000702324	0000600597
0000702325	0000600774
0000702326	0000600597
0000702327	0000600587
0000702328	0000600585
0000702329	0000600591
0000702330	0000600597
0000702331	0000604135
0000702332	0000600597
0000702333	0000600587
0000702334	0000600597
0000702335	0000600584
0000702336	0000600597
0000702337	0000600596
0000702338	0000600526
0000702339	0000600600
0000702340	0000600597
0000702341	0000600585
0000702342	0000600587
0000702343	0000600587
0000702344	0000600597
0000702345	0000600597
0000702346	0000600583
0000702347	0000600583
0000702348	0000600587
0000702349	0000600603
0000702350	0000600603
0000702351	0000600587
0000702352	0000600583
0000702353	0000600597
0000702354	0000600587
0000702355	0000600517
0000702356	0000600583
0000702357	0000600516
0000702358	0000600407
0000702359	0000600701
0000702360	0000600713
0000702361	0000600541
0000702362	0000600596
0000702363	0000600585
0000702364	0000600583
0000702365	0000600541
0000702366	0000604135
0000702367	0000600536
0000702368	0000600596
0000702369	0000600596
0000702370	0000600585
0000702371	0000600585
0000702372	0000600774
0000702373	0000600602
0000702374	0000600596
0000702375	0000600583
0000702376	0000600514
0000702377	0000600581
0000702378	0000600541
0000702379	0000600597
0000702380	0000600597
0000702381	0000600583
0000702382	0000602426
0000702383	0000600583
0000702384	0000600583
0000702385	0000600597
0000702386	0000600603
0000702387	0000600597
0000702388	0000600578
0000702389	0000600665
0000702390	0000600603
0000702391	0000600597
0000702392	0000600603
0000702393	0000600541
0000702394	0000600517
0000702395	0000600570
0000702396	0000600597
0000702397	0000600596
0000702398	0000600506
0000702399	0000600506
0000702400	0000600583
0000702401	0000600597
0000702402	0000600597
0000702403	0000600600
0000702404	0000600393
0000702405	0000600580
0000702406	0000600585
0000702407	0000600517
0000702408	0000600600
0000702409	0000600591
0000702410	0000600597
0000702411	0000600577
0000702412	0000600597
0000702413	0000600578
0000702414	0000600570
0000702415	0000600591
0000702416	0000600585
0000702417	0000600585
0000702418	0000600583
0000702419	0000600673
0000702420	0000605015
0000702421	0000600597
0000702422	0000600597
0000702423	0000600597
0000702424	0000600597
0000702425	0000600597
0000702426	0000600597
0000702427	0000600597
0000702428	0000600570
0000702429	0000600584
0000702430	0000600583
0000702431	0000600585
0000702432	0000600518
0000702433	0000600552
0000702434	0000600580
0000702435	0000600587
0000702436	0000600587
0000702437	0000600583
0000702438	0000600584
0000702439	0000602032
0000702440	0000600581
0000702441	0000600584
0000702442	0000600536
0000702443	0000600584
0000702444	0000600597
0000702445	0000600587
0000702446	0000600587
0000702447	0000604135
0000702448	0000600580
0000702449	0000600580
0000702450	0000600583
0000702451	0000600597
0000702452	0000600597
0000702453	0000600597
0000702454	0000600585
0000702455	0000600581
0000702456	0000600591
0000702457	0000600585
0000702458	0000600587
0000702459	0000600587
0000702460	0000600587
0000702461	0000600587
0000702462	0000600587
0000702463	0000600583
0000702464	0000600794
0000702465	0000600578
0000702466	0000600514
0000702467	0000600581
0000702468	0000600580
0000702469	0000600570
0000702470	0000600514
0000702471	0000600585
0000702472	0000600570
0000702473	0000600580
0000702474	0000600514
0000702475	0000600602
0000702476	0000600631
0000702477	0000600600
0000702478	0000600514
0000702479	0000600587
0000702480	0000600585
0000702481	0000600774
0000702482	0000600602
0000702483	0000600583
0000702484	0000600602
0000702485	0000600526
0000702486	0000600716
0000702487	0000600521
0000702488	0000600521
0000702489	0000600580
0000702490	0000600593
0000702491	0000600583
0000702492	0000600593
0000702493	0000600562
0000702494	0000600600
0000702495	0000600502
0000702496	0000600561
0000702497	0000600561
0000702498	0000600561
0000702499	0000600501
0000702500	0000600561
0000702501	0000600121
0000702502	0000600591
0000702503	0000600561
0000702504	0000600561
0000702505	0000600502
0000702506	0000600079
0000702507	0000600561
0000702508	0000600501
0000702509	0000600561
0000702510	0000600561
0000702511	0000600561
0000702512	0000600561
0000702513	0000600597
0000702514	0000600561
0000702515	0000600561
0000702516	0000600552
0000702517	0000600514
0000702518	0000600502
0000702519	0000600521
0000702520	0000600580
0000702521	0000600580
0000702522	0000600839
0000702523	0000600580
0000702524	0000600580
0000702525	0000600541
0000702526	0000600581
0000702527	0000600764
0000702528	0000600521
0000702529	0000600600
0000702530	0000600581
0000702531	0000600597
0000702532	0000600552
0000702533	0000600597
0000702534	0000600541
0000702535	0000600581
0000702536	0000600509
0000702537	0000600545
0000702538	0000600596
0000702539	0000600805
0000702540	0000600596
0000702541	0000600805
0000702542	0000600805
0000702543	0000600805
0000702544	0000600687
0000702545	0000600805
0000702546	0000600561
0000702547	0000600574
0000702548	0000601078
0000702549	0000600774
0000702550	0000600552
0000702551	0000600511
0000702552	0000600583
0000702553	0000600545
0000702554	0000600545
0000702555	0000600672
0000702556	0000600561
0000702557	0000600583
0000702558	0000600580
0000702559	0000600545
0000702560	0000602032
0000702561	0000600568
0000702562	0000600580
0000702563	0000601086
0000702564	0000600507
0000702565	0000600514
0000702566	0000600580
0000702567	0000600514
0000702568	0000600514
0000702569	0000600531
0000702570	0000600531
0000702571	0000600531
0000702572	0000600510
0000702573	0000600600
0000702574	0000600522
0000702575	0000600578
0000702576	0000600578
0000702577	0000600565
0000702578	0000600592
0000702579	0000604135
0000702580	0000600521
0000702581	0000600521
0000702582	0000600521
0000702583	0000600578
0000702584	0000600587
0000702585	0000600580
0000702586	0000600536
0000702587	0000604135
0000702588	0000600585
0000702589	0000600507
0000702590	0000600511
0000702591	0000600536
0000702592	0000600511
0000702593	0000600511
0000702594	0000600514
0000702595	0000605015
0000702596	0000600585
0000702597	0000600591
0000702598	0000600548
0000702599	0000600523
0000702600	0000600597
0000702601	0000600592
0000702602	0000600596
0000702603	0000600522
0000702604	0000600570
0000702605	0000600521
0000702606	0000601158
0000702607	0000600545
0000702608	0000600556
0000702609	0000600556
0000702610	0000600533
0000702611	0000600597
0000702612	0000600545
0000702613	0000600500
0000702614	0000600570
0000702615	0000600597
0000702616	0000600810
0000702617	0000600810
0000702618	0000600581
0000702619	0000600810
0000702620	0000600810
0000702621	0000600810
0000702622	0000600810
0000702623	0000600810
0000702624	0000600810
0000702625	0000600063
0000702626	0000600583
0000702627	0000600596
0000702628	0000600597
0000702629	0000600511
0000702631	0000600543
0000702633	0000600545
0000702635	0000600545
0000702636	0000600583
0000702637	0000600596
0000702638	0000600585
0000702639	0000600545
0000702640	0000600545
0000702641	0000602582
0000702642	0000600587
0000702646	0000600521
0000702647	0000600545
0000702648	0000600545
0000702650	0000600825
0000702651	0000600774
0000702652	0000600552
0000702653	0000600584
0000702655	0000600775
0000702659	0000600812
0000702660	0000600578
0000702661	0000600552
0000702662	0000600521
0000702663	0000600506
0000702664	0000600581
0000702665	0000600678
0000702666	0000600564
0000702667	0000600545
0000702668	0000605980
0000702669	0000600514
0000702670	0000600521
0000702671	0000600543
0000702672	0000600543
0000702673	0000600619
0000702674	0000600619
0000702675	0000600516
0000702676	0000602558
0000702677	0000600591
0000702678	0000600619
0000702679	0000600619
0000702680	0000600619
0000702681	0000600619
0000702682	0000600518
0000702683	0000600619
0000702684	0000604135
0000702685	0000600600
0000702686	0000600587
0000702687	0000600583
0000702688	0000600619
0000702689	0000600619
0000702690	0000600619
0000702691	0000600597
0000702692	0000605015
0000702693	0000600580
0000702694	0000600580
0000702695	0000600565
0000702696	0000600564
0000702697	0000600602
0000702698	0000600592
0000702699	0000600511
0000702700	0000600542
0000702701	0000600511
0000702702	0000600511
0000702703	0000600545
0000702704	0000600502
0000702705	0000600510
0000702706	0000605015
0000702707	0000600511
0000702708	0000600580
0000702709	0000600511
0000702710	0000600514
0000702711	0000600511
0000702712	0000600514
0000702713	0000600592
0000702714	0000600768
0000702715	0000600581
0000702716	0000600514
0000702717	0000600596
0000702718	0000600521
0000702719	0000600570
0000702720	0000600522
0000702721	0000600568
0000702722	0000600597
0000702723	0000600583
0000702724	0000600631
0000702725	0000600728
0000702726	0000600511
0000702727	0000600511
0000702728	0000600511
0000702729	0000600511
0000702730	0000600511
0000702731	0000600514
0000702732	0000600550
0000702733	0000600591
0000702734	0000600678
0000702735	0000600678
0000702736	0000600678
0000702737	0000600603
0000702738	0000600509
0000702739	0000600503
0000702740	0000600580
0000702741	0000600580
0000702742	0000600570
0000702743	0000600511
0000702744	0000600570
0000702745	0000600545
0000702746	0000600550
0000702747	0000600596
0000702748	0000600545
0000702749	0000600661
0000702750	0000600631
0000702751	0000600552
0000702752	0000600521
0000702753	0000600519
0000702754	0000600514
0000702755	0000600545
0000702756	0000600597
0000702757	0000600407
0000702758	0000600521
0000702759	0000600935
0000702760	0000600597
0000702761	0000600597
0000702762	0000600511
0000702763	0000600584
0000702764	0000600581
0000702765	0000600563
0000702766	0000600583
0000702767	0000600584
0000702768	0000600774
0000702769	0000600510
0000702770	0000600506
0000702771	0000600807
0000702772	0000600807
0000702773	0000600063
0000702774	0000600510
0000702775	0000600519
0000702776	0000600519
0000702777	0000600597
0000702778	0000600519
0000702779	0000600514
0000702780	0000600503
0000702781	0000600503
0000702782	0000600503
0000702783	0000600503
0000702784	0000600572
0000702785	0000600536
0000702786	0000600514
0000702787	0000600514
0000702788	0000600866
0000702789	0000600587
0000702790	0000600596
0000702791	0000600511
0000702792	0000600597
0000702793	0000600510
0000702794	0000600638
0000702795	0000600678
0000702796	0000600507
0000702797	0000600774
0000702798	0000600561
0000702799	0000600694
0000702800	0000600517
0000702801	0000600518
0000702802	0000600522
0000702803	0000600156
0000702804	0000600514
0000702805	0000600522
0000702806	0000600517
0000702807	0000600522
0000702808	0000600544
0000702809	0000600839
0000702810	0000600514
0000702811	0000604135
0000702812	0000600514
0000702813	0000600514
0000702814	0000600570
0000702815	0000600597
0000702816	0000600511
0000702817	0000600580
0000702818	0000600519
0000702819	0000600510
0000702820	0000600533
0000702821	0000600807
0000702822	0000600507
0000702823	0000600511
0000702824	0000601240
0000702825	0000600507
0000702826	0000600597
0000702827	0000600602
0000702828	0000600596
0000702829	0000600521
0000702830	0000600521
0000702831	0000600514
0000702832	0000600796
0000702833	0000600581
0000702834	0000600501
0000702835	0000600552
0000702836	0000600596
0000702837	0000600596
0000702838	0000600552
0000702839	0000600596
0000702840	0000600583
0000702841	0000600597
0000702842	0000600501
0000702843	0000600581
0000702844	0000600581
0000702845	0000600583
0000702846	0000600596
0000702847	0000600582
0000702848	0000600511
0000702849	0000600568
0000702850	0000600521
0000702851	0000600570
0000702852	0000600519
0000702853	0000600514
0000702854	0000604135
0000702855	0000600519
0000702856	0000600519
0000702857	0000600519
0000702858	0000600519
0000702859	0000600519
0000702860	0000600813
0000702861	0000600552
0000702862	0000600587
0000702863	0000600552
0000702864	0000600587
0000702865	0000600552
0000702866	0000600591
0000702867	0000600533
0000702868	0000600545
0000702869	0000600630
0000702871	0000600851
0000702872	0000600580
0000702873	0000600581
0000702874	0000600545
0000702875	0000600815
0000702876	0000600570
0000702877	0000600729
0000702878	0000600814
0000702879	0000600814
0000702880	0000600729
0000702881	0000600729
0000702882	0000600729
0000702883	0000600602
0000702884	0000600814
0000702885	0000600729
0000702886	0000600596
0000702887	0000600578
0000702888	0000600587
0000702889	0000600587
0000702890	0000600814
0000702891	0000600587
0000702892	0000600581
0000702893	0000600584
0000702894	0000600592
0000702895	0000600729
0000702896	0000600729
0000702897	0000600814
0000702898	0000600814
0000702899	0000600814
0000702900	0000600596
0000702901	0000600729
0000702902	0000600814
0000702903	0000600587
0000702904	0000600729
0000702905	0000600814
0000702906	0000600814
0000702907	0000600729
0000702908	0000600814
0000702909	0000600602
0000702910	0000600814
0000702911	0000600814
0000702912	0000600581
0000702913	0000600729
0000702914	0000600729
0000702915	0000600729
0000702916	0000600851
0000702917	0000600522
0000702918	0000600851
0000702919	0000600583
0000702920	0000600541
0000702921	0000600552
0000702922	0000600573
0000702923	0000600552
0000702924	0000600587
0000702925	0000600514
0000702926	0000600522
0000702927	0000604135
0000702928	0000600552
0000702929	0000600584
0000702930	0000600514
0000702931	0000600521
0000702932	0000600817
0000702933	0000600827
0000702934	0000600580
0000702935	0000600543
0000702936	0000600522
0000702937	0000600514
0000702938	0000600522
0000702939	0000600522
0000702940	0000600846
0000702941	0000600514
0000702942	0000600514
0000702943	0000600514
0000702944	0000600585
0000702945	0000600585
0000702946	0000600521
0000702947	0000600521
0000702948	0000600521
0000702949	0000600585
0000702950	0000600541
0000702951	0000600521
0000702952	0000600521
0000702953	0000600507
0000702954	0000600511
0000702955	0000600630
0000702956	0000600521
0000702957	0000600774
0000702958	0000600521
0000702959	0000600521
0000702960	0000600511
0000702961	0000600521
0000702962	0000600521
0000702963	0000600530
0000702964	0000600825
0000702965	0000600597
0000702966	0000600774
0000702967	0000600514
0000702968	0000600536
0000702969	0000600570
0000702970	0000600536
0000702971	0000600591
0000702972	0000600587
0000702973	0000600613
0000702974	0000600614
0000702975	0000600600
0000702976	0000600583
0000702977	0000600600
0000702978	0000600536
0000702979	0000600521
0000702980	0000600835
0000702981	0000600517
0000702982	0000600682
0000702983	0000600536
0000702984	0000600581
0000702985	0000600511
0000702986	0000600522
0000702987	0000600581
0000702988	0000600581
0000702989	0000600580
0000702990	0000600507
0000702991	0000600587
0000702992	0000600521
0000702993	0000600562
0000702994	0000600156
0000702995	0000600581
0000702996	0000600596
0000702997	0000600541
0000702998	0000600545
0000702999	0000600587
0000703000	0000600585
0000703001	0000602426
0000703002	0000600592
0000703003	0000600507
0000703004	0000600517
0000703005	0000600522
0000703006	0000600541
0000703007	0000600583
0000703008	0000600587
0000703009	0000600774
0000703010	0000600578
0000703011	0000600541
0000703012	0000600583
0000703013	0000600514
0000703014	0000600592
0000703015	0000600511
0000703016	0000600514
0000703017	0000600596
0000703018	0000600600
0000703019	0000600631
0000703020	0000600585
0000703021	0000600545
0000703022	0000600545
0000703023	0000600774
0000703024	0000600545
0000703025	0000600521
0000703026	0000600521
0000703027	0000600536
0000703028	0000600521
0000703029	0000600536
0000703030	0000600552
0000703031	0000600585
0000703032	0000600545
0000703033	0000600545
0000703034	0000600597
0000703035	0000600587
0000703036	0000600156
0000703037	0000600545
0000703038	0000600541
0000703039	0000600581
0000703040	0000600596
0000703041	0000600583
0000703042	0000600541
0000703043	0000600623
0000703044	0000600597
0000703045	0000600602
0000703046	0000600581
0000703047	0000600597
0000703048	0000600596
0000703049	0000600522
0000703050	0000600584
0000703051	0000600536
0000703052	0000600156
0000703053	0000600536
0000703054	0000600536
0000703055	0000600521
0000703056	0000600522
0000703057	0000600548
0000703058	0000600556
0000703059	0000600587
0000703060	0000600573
0000703061	0000600580
0000703062	0000600570
0000703063	0000600583
0000703064	0000600556
0000703065	0000600583
0000703066	0000600542
0000703067	0000600522
0000703068	0000600584
0000703069	0000600543
0000703070	0000600600
0000703071	0000600600
0000703072	0000600583
0000703073	0000600603
0000703074	0000600597
0000703075	0000600522
0000703076	0000600557
0000703077	0000600602
0000703078	0000600570
0000703079	0000602426
0000703080	0000600602
0000703081	0000600542
0000703082	0000600545
0000703083	0000600543
0000703084	0000600522
0000703085	0000600557
0000703086	0000600548
0000703087	0000600556
0000703088	0000600826
0000703089	0000600536
0000703090	0000600536
0000703091	0000600536
0000703092	0000600536
0000703093	0000600536
0000703094	0000600517
0000703095	0000600946
0000703096	0000600536
0000703097	0000600536
0000703098	0000600536
0000703099	0000600521
0000703100	0000600543
0000703101	0000600543
0000703102	0000600543
0000703103	0000600543
0000703104	0000600543
0000703105	0000600543
0000703106	0000600543
0000703107	0000600543
0000703108	0000600543
0000703109	0000600521
0000703110	0000600521
0000703111	0000600583
