KUNNR	HKUNNR
0000315400	0000551730
0000315419	0000551552
0000315427	0000551148
0000315443	0000551730
0000315451	0000551148
0000315478	0000551552
0000315486	0000551203
0000315540	0000551387
0000315567	0000551626
0000315583	0000551512
0000315621	0000551491
0000315656	0000551995
0000315869	0000500194
0000315982	0000551039
0000316083	0000551039
0000316105	0000501359
0000316121	0000551528
0000316261	0000551675
0000316318	0000500714
0000316369	0000500715
0000316407	0000500716
0000316431	0000551277
0000316504	0000500717
0000316512	0000500717
0000316520	0000551509
0000316598	0000551753
0000316725	0000551673
0000316741	0000501125
0000316776	0000500718
0000316784	0000500719
0000316792	0000500719
0000316806	0000551450
0000316857	0000551386
0000316865	0000500392
0000316873	0000551197
0000316881	0000501259
0000316970	0000500295
0000317004	0000501244
0000317039	0000500076
0000317071	0000551528
0000317268	0000551595
0000317276	0000551595
0000317284	0000551220
0000317314	0000551388
0000317330	0000500382
0000317365	0000500720
0000317462	0000500385
0000317489	0000500721
0000317497	0000500721
0000317535	0000551710
0000317578	0000501342
0000317594	0000551508
0000317608	0000500722
0000317624	0000551573
0000317691	0000500382
0000317705	0000551595
0000317713	0000500723
0000317721	0000500723
0000317748	0000500724
0000317756	0000500724
0000317799	0000500407
0000317810	0000551997
0000317888	0000500407
0000317977	0000500725
0000317985	0000500725
0000318000	0000500726
0000318019	0000500726
0000318027	0000501507
0000318035	0000551039
0000318078	0000501330
0000318108	0000551710
0000318221	0000500727
0000318302	0000501396
0000318337	0000551717
0000318388	0000551353
0000318396	0000551353
0000318418	0000500728
0000318507	0000551608
0000318515	0000551167
0000318558	0000551193
0000318620	0000500378
0000318787	0000500729
0000318795	0000551843
0000318809	0000551199
0000318930	0000500730
0000318949	0000500730
0000318957	0000501254
0000319147	0000551650
0000319155	0000551650
0000319260	0000551801
0000319279	0000500731
0000319392	0000500732
0000319406	0000500733
0000319422	0000551039
0000319511	0000500734
0000319546	0000551197
0000319619	0000500360
0000319708	0000500735
0000319724	0000500392
0000319732	0000501289
0000319740	0000500404
0000319821	0000551037
0000319902	0000551039
0000319953	0000551690
0000320056	0000551671
0000320188	0000551354
0000320196	0000551662
0000320323	0000500736
0000320331	0000551609
0000320447	0000551595
0000320501	0000551355
0000320536	0000551355
0000320692	0000551710
0000320749	0000551356
0000320757	0000551039
0000320935	0000551375
0000321109	0000551039
0000321273	0000551148
0000321354	0000551639
0000321397	0000551604
0000321419	0000551604
0000321435	0000551997
0000321451	0000551997
0000321486	0000551311
0000321524	0000551347
0000321699	0000500737
0000321702	0000501054
0000321761	0000551595
0000321834	0000500738
0000321842	0000500738
0000321850	0000500739
0000321869	0000500739
0000321907	0000551039
0000321931	0000551395
0000322024	0000500740
0000322032	0000500740
0000322113	0000500382
0000322180	0000551418
0000322199	0000500741
0000322261	0000551280
0000322288	0000551193
0000322326	0000551622
0000322342	0000551355
0000322377	0000551621
0000322385	0000500076
0000322423	0000551039
0000322482	0000500742
0000322490	0000500742
0000322539	0000551355
0000322547	0000501500
0000322644	0000500743
0000322733	0000500404
0000322768	0000500405
0000322784	0000500404
0000322806	0000500405
0000322822	0000500405
0000322903	0000551552
0000322938	0000551680
0000322962	0000551375
0000323047	0000500744
0000323098	0000551528
0000323128	0000551673
0000323136	0000551676
0000323144	0000500329
0000323160	0000551517
0000323195	0000500382
0000323241	0000500745
0000323535	0000500404
0000323616	0000551517
0000323659	0000500384
0000323667	0000500746
0000323675	0000500746
0000323691	0000500382
0000323748	0000500083
0000323756	0000551674
0000323802	0000551595
0000324000	0000500748
0000324019	0000500748
0000324043	0000551611
0000324124	0000551203
0000324140	0000500749
0000324159	0000500749
0000324167	0000500295
0000324175	0000500329
0000324191	0000501312
0000324469	0000551193
0000324515	0000551595
0000324566	0000500751
0000324574	0000500751
0000324582	0000500752
0000324590	0000500752
0000324795	0000551039
0000324817	0000551751
0000324825	0000551450
0000324906	0000500753
0000325074	0000551355
0000325139	0000551528
0000325163	0000500317
0000325201	0000551450
0000325252	0000551450
0000325287	0000500516
0000325309	0000500385
0000325325	0000500385
0000325384	0000551450
0000325414	0000500754
0000325422	0000500076
0000325449	0000500755
0000325473	0000501054
0000325481	0000500756
0000325503	0000500756
0000325597	0000500300
0000325600	0000551608
0000325686	0000551203
0000325708	0000500392
0000325945	0000551395
0000325988	0000551254
0000325996	0000551509
0000326003	0000500757
0000326143	0000551386
0000326186	0000500076
0000326240	0000500758
0000326267	0000551039
0000326542	0000551039
0000326569	0000551680
0000326674	0000551509
0000326771	0000551375
0000326798	0000551203
0000326801	0000500759
0000326828	0000500760
0000326879	0000500761
0000326887	0000500761
0000326992	0000500382
0000327018	0000551595
0000327107	0000501504
0000327115	0000500762
0000327131	0000551650
0000327166	0000551193
0000327190	0000551039
0000327212	0000551490
0000327271	0000500764
0000327298	0000500765
0000327409	0000500767
0000327433	0000500768
0000327476	0000551418
0000327565	0000501122
0000327611	0000500382
0000327689	0000500769
0000327727	0000551705
0000327751	0000500076
0000327824	0000500773
0000327875	0000551675
0000327883	0000551039
0000328170	0000551348
0000328189	0000500774
0000328191	0000551039
0000328197	0000500774
0000328200	0000551039
0000328324	0000551099
0000328383	0000500775
0000328510	0000501122
0000328677	0000551650
0000328715	0000500554
0000328731	0000551355
0000328782	0000501125
0000328820	0000551039
0000328863	0000500778
0000328871	0000500778
0000328898	0000500779
0000328901	0000500779
0000329029	0000500780
0000329045	0000551039
0000329126	0000551203
0000329134	0000551193
0000329142	0000551552
0000329150	0000551552
0000329169	0000551552
0000329177	0000551148
0000329185	0000551730
0000329193	0000551156
0000329207	0000551156
0000329258	0000551193
0000329312	0000551039
0000329320	0000501122
0000329339	0000500384
0000329436	0000500783
0000329452	0000551477
0000329533	0000551673
0000329665	0000500924
0000329673	0000500786
0000329703	0000551842
0000329738	0000500076
0000329762	0000551389
0000329770	0000551378
0000329797	0000551039
0000329835	0000501324
0000329843	0000551303
0000329886	0000500788
0000329894	0000500789
0000329916	0000501122
0000330078	0000500790
0000330086	0000500791
0000330132	0000551375
0000330159	0000551583
0000330183	0000500329
0000330191	0000551577
0000330396	0000501125
0000330469	0000500378
0000330485	0000551193
0000330515	0000551296
0000330639	0000551037
0000330647	0000551409
0000330779	0000501122
0000330817	0000501125
0000330825	0000501122
0000330833	0000501122
0000330868	0000501122
0000330922	0000500792
0000330930	0000500792
0000330949	0000551997
0000330957	0000500211
0000330965	0000551595
0000331082	0000501125
0000331090	0000501122
0000331104	0000501125
0000331120	0000501122
0000331163	0000500793
0000331287	0000551588
0000331295	0000551159
0000331325	0000500794
0000331333	0000551675
0000331457	0000500795
0000331511	0000551358
0000331597	0000551375
0000331619	0000500076
0000331651	0000500796
0000331678	0000500796
0000331694	0000501153
0000331716	0000501370
0000331724	0000500797
0000331732	0000500799
0000331767	0000501475
0000331813	0000551039
0000331848	0000501397
0000331880	0000500801
0000331899	0000500802
0000331996	0000501125
0000332062	0000551595
0000332089	0000500263
0000332100	0000551720
0000332216	0000501125
0000332240	0000551039
0000333034	0000551997
0000333050	0000500295
0000333751	0000500295
0000334545	0000551375
0000334596	0000501125
0000334618	0000500435
0000334634	0000500435
0000334642	0000500435
0000334650	0000500435
0000334669	0000500425
0000334685	0000500435
0000334707	0000500435
0000334715	0000551375
0000335258	0000500804
0000335266	0000500804
0000335339	0000551608
0000335347	0000501125
0000335355	0000501122
0000335363	0000501122
0000335371	0000501122
0000335398	0000501122
0000335428	0000501054
0000335592	0000500805
0000335754	0000500392
0000335762	0000551388
0000335878	0000501311
0000336068	0000551375
0000336084	0000500405
0000336319	0000500806
0000336335	0000551458
0000336769	0000551509
0000336947	0000551037
0000337153	0000500382
0000337188	0000551800
0000337625	0000551463
0000337706	0000551193
0000337765	0000500807
0000337773	0000500807
0000337781	0000500405
0000337846	0000500808
0000338028	0000551707
0000338109	0000501356
0000338222	0000500811
0000338370	0000500324
0000338540	0000500199
0000338605	0000500385
0000338621	0000500385
0000339016	0000500818
0000339040	0000551311
0000339172	0000551148
0000339342	0000500821
0000339369	0000551490
0000339393	0000500823
0000339571	0000551039
0000339636	0000501122
0000339946	0000500329
0000339954	0000500827
0000339970	0000500829
0000340014	0000551552
0000340073	0000500385
0000340081	0000500647
0000340162	0000551801
0000340219	0000500324
0000340278	0000500404
0000340294	0000551375
0000340316	0000500404
0000340553	0000500435
0000340588	0000500300
0000340766	0000551386
0000340839	0000500830
0000340847	0000500830
0000340944	0000551353
0000340952	0000551148
0000340960	0000500831
0000341010	0000500832
0000341029	0000500832
0000341150	0000500076
0000341177	0000500378
0000341290	0000500360
0000341312	0000500295
0000341320	0000500211
0000341339	0000501122
0000341401	0000501213
0000341436	0000551438
0000341444	0000551039
0000341487	0000551355
0000341525	0000551650
0000341568	0000551378
0000341584	0000551037
0000341665	0000500834
0000341673	0000551608
0000341681	0000551355
0000341703	0000500135
0000341754	0000551193
0000341797	0000501122
0000341835	0000500743
0000341975	0000501397
0000342017	0000500172
0000342025	0000551509
0000342033	0000551509
0000342068	0000551730
0000342076	0000501372
0000342084	0000501355
0000342092	0000501022
0000342254	0000500835
0000342297	0000500378
0000342378	0000551671
0000342416	0000551355
0000342424	0000500300
0000342432	0000500392
0000342548	0000551730
0000342602	0000500300
0000342610	0000501397
0000342696	0000500836
0000342718	0000551720
0000342742	0000500837
0000342750	0000500837
0000342947	0000551388
0000343137	0000500405
0000343218	0000500385
0000343293	0000551077
0000343307	0000501153
0000343323	0000501335
0000343374	0000500838
0000343471	0000501122
0000343595	0000551220
0000343625	0000501125
0000343676	0000501122
0000344044	0000551509
0000344125	0000551608
0000344214	0000501125
0000344222	0000500840
0000344281	0000500841
0000344311	0000551608
0000344354	0000501122
0000344370	0000551254
0000344427	0000551650
0000344451	0000500842
0000344516	0000500404
0000344559	0000501122
0000344648	0000501125
0000344834	0000500329
0000344915	0000500329
0000344966	0000500135
0000345016	0000551521
0000345024	0000500382
0000345059	0000500382
0000345199	0000551834
0000345237	0000500382
0000345296	0000500135
0000345334	0000501122
0000345407	0000500844
0000345415	0000500845
0000345431	0000501263
0000345512	0000551355
0000345520	0000501153
0000345539	0000501153
0000345628	0000551378
0000345679	0000551680
0000345687	0000551203
0000345776	0000500846
0000345784	0000500385
0000345806	0000551450
0000345849	0000501054
0000345857	0000551303
0000345873	0000500404
0000345903	0000500404
0000345970	0000551378
0000346020	0000551456
0000346047	0000500847
0000346055	0000500848
0000346063	0000551698
0000346098	0000551624
0000346152	0000500849
0000346233	0000551355
0000346241	0000500404
0000346349	0000551521
0000346454	0000551753
0000346632	0000500435
0000346691	0000500172
0000346705	0000551573
0000346721	0000551573
0000346985	0000501054
0000346993	0000551037
0000347019	0000501125
0000347043	0000501153
0000347086	0000501153
0000347094	0000501153
0000347108	0000501153
0000347124	0000501153
0000347132	0000501153
0000347140	0000501153
0000347167	0000501153
0000347191	0000501153
0000347205	0000501153
0000347213	0000501153
0000347221	0000501153
0000347256	0000501153
0000347264	0000501153
0000347272	0000501153
0000347280	0000501153
0000347299	0000501153
0000347310	0000501153
0000347329	0000501153
0000347345	0000501153
0000347353	0000501153
0000347361	0000501153
0000347396	0000501153
0000347418	0000501153
0000347434	0000501153
0000347442	0000501153
0000347450	0000501153
0000347469	0000501153
0000347477	0000501153
0000347485	0000501153
0000347493	0000501122
0000347507	0000551553
0000347523	0000500435
0000347531	0000500404
0000347566	0000500405
0000347582	0000501153
0000347590	0000501153
0000347604	0000501125
0000347612	0000500647
0000347620	0000501125
0000347752	0000551356
0000347949	0000500435
0000347957	0000551291
0000347981	0000501122
0000348031	0000500407
0000348058	0000551395
0000348074	0000500329
0000348082	0000500385
0000348120	0000501153
0000348236	0000500435
0000348244	0000500300
0000348260	0000500382
0000348333	0000501122
0000348341	0000501153
0000348414	0000500435
0000348430	0000551378
0000348554	0000500851
0000348562	0000551995
0000348589	0000500329
0000348619	0000551552
0000348937	0000500852
0000348961	0000551558
0000348988	0000551558
0000348996	0000551558
0000349011	0000551558
0000349046	0000551558
0000349062	0000551558
0000349070	0000500300
0000349089	0000551558
0000349100	0000551558
0000349119	0000551558
0000349127	0000551558
0000349135	0000500293
0000349178	0000500293
0000349186	0000551558
0000349194	0000551558
0000349208	0000551558
0000349216	0000551558
0000349224	0000551558
0000349232	0000551558
0000349240	0000551558
0000349259	0000551558
0000349267	0000551558
0000349275	0000551558
0000349291	0000551558
0000349305	0000551558
0000349313	0000551558
0000349321	0000551558
0000349348	0000500300
0000349372	0000551558
0000349399	0000551558
0000349410	0000551558
0000349429	0000551558
0000349437	0000551558
0000349445	0000551558
0000349453	0000500300
0000349461	0000551558
0000349488	0000551558
0000349518	0000551558
0000349526	0000551558
0000349534	0000551558
0000349542	0000551558
0000349550	0000500300
0000349577	0000551558
0000349593	0000500135
0000349682	0000500300
0000349690	0000551608
0000350451	0000551531
0000350494	0000500382
0000350567	0000551558
0000350583	0000551720
0000350648	0000500382
0000350672	0000500853
0000350680	0000500853
0000350761	0000551552
0000350834	0000500647
0000350850	0000500854
0000350877	0000501153
0000351091	0000500253
0000351121	0000501153
0000351237	0000500856
0000351296	0000501122
0000351342	0000500329
0000351415	0000501122
0000351423	0000500329
0000351431	0000551039
0000351490	0000551654
0000351520	0000500858
0000351636	0000551997
0000351644	0000551122
0000351652	0000500329
0000351695	0000501153
0000351733	0000551548
0000351768	0000551548
0000351776	0000551548
0000351784	0000551548
0000351806	0000551545
0000351822	0000551545
0000351830	0000551545
0000351849	0000551545
0000351857	0000551545
0000351865	0000551545
0000351873	0000551545
0000351903	0000551545
0000351911	0000551545
0000351938	0000551545
0000351954	0000551545
0000351962	0000551545
0000351970	0000551545
0000351989	0000551545
0000351997	0000551545
0000352004	0000551545
0000352012	0000551545
0000352039	0000551545
0000352055	0000551545
0000352063	0000551545
0000352071	0000551545
0000352098	0000551545
0000352101	0000551545
0000352136	0000551545
0000352160	0000551545
0000352179	0000551558
0000352217	0000500859
0000352225	0000500404
0000352241	0000500385
0000352284	0000500382
0000352306	0000551388
0000352322	0000500851
0000352365	0000500861
0000352438	0000551378
0000352454	0000500405
0000352470	0000500405
0000352497	0000500384
0000352535	0000500384
0000352551	0000551388
0000352586	0000500384
0000352608	0000500384
0000352667	0000500402
0000352691	0000551545
0000352705	0000551558
0000352772	0000551203
0000352780	0000551203
0000352799	0000551548
0000352802	0000501153
0000352810	0000551545
0000352829	0000501153
0000352896	0000500435
0000352926	0000501330
0000352934	0000551696
0000352950	0000500382
0000352969	0000500382
0000353027	0000501397
0000353205	0000501122
0000353221	0000501153
0000353248	0000551548
0000353272	0000501125
0000353299	0000551595
0000353302	0000500076
0000353345	0000551558
0000353647	0000500361
0000353671	0000500862
0000353736	0000500225
0000353825	0000500851
0000353833	0000551997
0000353884	0000501153
0000353930	0000500392
0000354007	0000500392
0000354058	0000551356
0000354066	0000551167
0000354074	0000500382
0000354147	0000500382
0000354198	0000551595
0000354236	0000500863
0000354260	0000500384
0000354333	0000551595
0000354341	0000501054
0000354368	0000500864
0000354376	0000500865
0000354414	0000500435
0000354511	0000500382
0000354589	0000501125
0000354600	0000551545
0000354651	0000500300
0000354708	0000500382
0000354732	0000551730
0000354740	0000551156
0000354775	0000551608
0000354821	0000551834
0000354872	0000551548
0000354880	0000551545
0000354988	0000501122
0000354996	0000551545
0000355011	0000551720
0000355127	0000501125
0000355135	0000501153
0000355267	0000551834
0000355283	0000551545
0000355291	0000500324
0000355313	0000500324
0000355348	0000500324
0000355410	0000500382
0000355437	0000500295
0000355461	0000500392
0000355496	0000501122
0000355518	0000501153
0000355550	0000501125
0000355569	0000501054
0000355666	0000500868
0000355674	0000500382
0000355682	0000551375
0000355755	0000501122
0000355917	0000551301
0000355976	0000501122
0000356050	0000500329
0000356077	0000551548
0000356123	0000501122
0000356131	0000551039
0000356158	0000501153
0000356344	0000551491
0000356395	0000500435
0000356433	0000500392
0000356476	0000501122
0000356484	0000501122
0000356611	0000501122
0000356654	0000551595
0000356670	0000551558
0000356727	0000551099
0000356964	0000551543
0000356980	0000551543
0000356999	0000551543
0000357006	0000551543
0000357014	0000551543
0000357022	0000551543
0000357030	0000551543
0000357049	0000551543
0000357057	0000551543
0000357065	0000551543
0000357081	0000551543
0000357103	0000551543
0000357111	0000551543
0000357138	0000551543
0000357146	0000551490
0000357162	0000551347
0000357189	0000500211
0000357383	0000500041
0000357405	0000500384
0000357421	0000500378
0000357472	0000500385
0000357499	0000500385
0000357650	0000501122
0000357669	0000501122
0000357677	0000551545
0000357685	0000551167
0000357707	0000551039
0000357715	0000551997
0000357731	0000500869
0000357812	0000501122
0000357839	0000551545
0000357847	0000551159
0000357855	0000551167
0000357863	0000551167
0000357871	0000551159
0000357898	0000551159
0000357901	0000551159
0000357928	0000501276
0000357936	0000551159
0000357952	0000551558
0000357960	0000500870
0000357979	0000500435
0000358029	0000551558
0000358096	0000500076
0000358169	0000500329
0000358290	0000501153
0000358541	0000551595
0000358606	0000551480
0000358614	0000551480
0000358622	0000551480
0000358630	0000551480
0000358649	0000551480
0000358657	0000551480
0000358665	0000551480
0000358673	0000551480
0000358711	0000551480
0000358738	0000551480
0000358754	0000500385
0000358819	0000501122
0000358851	0000551572
0000358878	0000500871
0000358886	0000551545
0000358894	0000551545
0000359254	0000500382
0000359297	0000551545
0000359319	0000500329
0000359343	0000500329
0000359378	0000551997
0000359467	0000501153
0000359483	0000501392
0000359491	0000551558
0000359505	0000500300
0000359556	0000500385
0000359572	0000501122
0000359580	0000501122
0000359599	0000501122
0000359602	0000501122
0000359610	0000501122
0000359629	0000501122
0000359823	0000551375
0000359866	0000551564
0000359882	0000551564
0000359904	0000551203
0000359920	0000551203
0000359947	0000501122
0000359955	0000500324
0000359963	0000500874
0000360066	0000551548
0000360139	0000551545
0000360163	0000500382
0000360430	0000551997
0000360457	0000551039
0000360465	0000551545
0000360503	0000500539
0000360546	0000501547
0000360570	0000551800
0000360635	0000551378
0000360708	0000500378
0000360724	0000501122
0000360732	0000551720
0000360759	0000551363
0000360783	0000500405
0000360805	0000500135
0000360821	0000501153
0000360856	0000500300
0000360929	0000551548
0000360988	0000551548
0000361046	0000551039
0000361054	0000551779
0000361070	0000500329
0000361097	0000501153
0000361100	0000501153
0000361275	0000500382
0000361291	0000551353
0000361348	0000500382
0000361364	0000500295
0000361380	0000500435
0000361461	0000551556
0000361488	0000551720
0000361496	0000551997
0000361585	0000551355
0000361615	0000501054
0000361674	0000501125
0000361690	0000500300
0000361755	0000551545
0000361763	0000551543
0000361771	0000551543
0000361801	0000500435
0000361828	0000500435
0000361852	0000500382
0000361879	0000551193
0000361887	0000501122
0000361941	0000500385
0000361992	0000501153
0000362018	0000501153
0000362026	0000500875
0000362050	0000500385
0000362077	0000551558
0000362085	0000500329
0000362115	0000501153
0000362123	0000551548
0000362131	0000551548
0000362158	0000551545
0000362247	0000500384
0000362328	0000500295
0000362336	0000551558
0000362344	0000551548
0000362425	0000501153
0000362433	0000551386
0000362476	0000501153
0000362506	0000551573
0000362522	0000500435
0000362549	0000551039
0000362565	0000500238
0000362573	0000501203
0000362603	0000501391
0000362638	0000500248
0000362646	0000500249
0000362654	0000500253
0000362662	0000500041
0000362697	0000500266
0000362735	0000500466
0000362743	0000500592
0000362751	0000500625
0000362778	0000500858
0000362786	0000500556
0000362808	0000500836
0000362824	0000500757
0000362832	0000500636
0000362840	0000500605
0000362859	0000500580
0000362867	0000551039
0000362875	0000500453
0000362905	0000551039
0000362948	0000551039
0000362956	0000500486
0000362964	0000500164
0000362972	0000501392
0000362980	0000500844
0000362999	0000501312
0000363006	0000500613
0000363030	0000500245
0000363065	0000500157
0000363073	0000500156
0000363081	0000500154
0000363111	0000500152
0000363138	0000500148
0000363146	0000501311
0000363154	0000500146
0000363162	0000500145
0000363197	0000500661
0000363200	0000500552
0000363219	0000500487
0000363278	0000500140
0000363286	0000500135
0000363294	0000500111
0000363316	0000500076
0000363324	0000501022
0000363332	0000500549
0000363340	0000500481
0000363367	0000500012
0000363375	0000500207
0000363391	0000500185
0000363405	0000500188
0000363413	0000500189
0000363421	0000500196
0000363472	0000500199
0000363480	0000500201
0000363510	0000500207
0000363529	0000500455
0000363537	0000500505
0000363545	0000500522
0000363553	0000500535
0000363588	0000500586
0000363596	0000500665
0000363618	0000500690
0000363626	0000500698
0000363634	0000500829
0000363642	0000500640
0000363650	0000500621
0000363669	0000500595
0000363677	0000500553
0000363685	0000500492
0000363693	0000500489
0000363766	0000500230
0000363782	0000500230
0000363804	0000500877
0000363812	0000500211
0000363839	0000500172
0000363898	0000500482
0000363901	0000500677
0000363936	0000500309
0000363944	0000500754
0000363952	0000500315
0000364002	0000500294
0000364010	0000500274
0000364029	0000500275
0000364045	0000551532
0000364053	0000551039
0000364096	0000500295
0000364118	0000500296
0000364134	0000500401
0000364169	0000500846
0000364177	0000500514
0000364185	0000500607
0000364193	0000500616
0000364207	0000500303
0000364215	0000500304
0000364258	0000500308
0000364274	0000500317
0000364282	0000500318
0000364290	0000500323
0000364304	0000500324
0000364312	0000500576
0000364320	0000500602
0000364339	0000500603
0000364347	0000500680
0000364363	0000500840
0000364398	0000500743
0000364436	0000500346
0000364452	0000500327
0000364460	0000500328
0000364479	0000500327
0000364487	0000500329
0000364509	0000500339
0000364517	0000500344
0000364525	0000500345
0000364568	0000500335
0000364584	0000500358
0000364592	0000500343
0000364630	0000500548
0000364649	0000500704
0000364657	0000500849
0000364738	0000500878
0000364754	0000500878
0000364762	0000501495
0000364797	0000551545
0000364800	0000551558
0000364819	0000501153
0000364835	0000551545
0000364843	0000500851
0000364878	0000500653
0000364886	0000500639
0000364916	0000500506
0000364959	0000500395
0000364975	0000500392
0000365009	0000500391
0000365017	0000500385
0000365025	0000500378
0000365033	0000500377
0000365092	0000500879
0000365130	0000500404
0000365149	0000500405
0000365157	0000500407
0000365165	0000500408
0000365173	0000500409
0000365174	0000500409
0000365181	0000500417
0000365203	0000500420
0000365211	0000500421
0000365238	0000500422
0000365262	0000500425
0000365297	0000500431
0000365300	0000500435
0000365335	0000500440
0000365343	0000500444
0000365351	0000500445
0000365386	0000500544
0000365394	0000500626
0000365416	0000500350
0000365424	0000551389
0000365432	0000500361
0000365459	0000500378
0000365475	0000500363
0000365491	0000500375
0000365548	0000500912
0000365564	0000500382
0000365580	0000551490
0000365602	0000551525
0000365629	0000500378
0000365696	0000501054
0000365734	0000551608
0000365769	0000500385
0000365785	0000500384
0000365807	0000500384
0000365823	0000500384
0000365858	0000551039
0000365866	0000501354
0000365874	0000501153
0000365955	0000501153
0000366005	0000500880
0000366048	0000500295
0000366072	0000551545
0000366110	0000501153
0000366129	0000500881
0000366153	0000551039
0000366269	0000551494
0000366293	0000551193
0000366323	0000501125
0000366331	0000501153
0000366358	0000551545
0000366366	0000551545
0000366374	0000551545
0000366390	0000551354
0000366412	0000551720
0000366528	0000500324
0000366536	0000500324
0000366544	0000551039
0000366552	0000501125
0000366609	0000551558
0000366714	0000551039
0000366803	0000551558
0000366811	0000500883
0000366889	0000500384
0000366951	0000551558
0000366978	0000551491
0000366994	0000500382
0000367028	0000551166
0000367079	0000500384
0000367109	0000500884
0000367206	0000500329
0000367214	0000551595
0000367249	0000500329
0000367303	0000551595
0000367311	0000551595
0000367362	0000500402
0000367389	0000500647
0000367451	0000500300
0000367508	0000551558
0000367516	0000500450
0000367559	0000500343
0000367583	0000500888
0000367605	0000501122
0000367621	0000500551
0000367664	0000501125
0000367672	0000551558
0000367702	0000500220
0000367710	0000501122
0000367729	0000500889
0000367745	0000501153
0000367788	0000500300
0000367818	0000551997
0000367826	0000500890
0000368008	0000500891
0000368067	0000501125
0000368075	0000500892
0000368083	0000551719
0000368091	0000500237
0000368105	0000501252
0000368164	0000551558
0000368237	0000500893
0000368261	0000551558
0000368342	0000501122
0000368369	0000500404
0000368431	0000500230
0000368466	0000500329
0000368482	0000500894
0000368555	0000500895
0000368563	0000501153
0000368571	0000500896
0000368598	0000500386
0000368628	0000500382
0000368644	0000500382
0000368717	0000500361
0000368725	0000551558
0000368733	0000501122
0000368741	0000500382
0000368768	0000501153
0000368784	0000551558
0000368792	0000551039
0000369411	0000551595
0000369446	0000500897
0000369489	0000501122
0000369497	0000501153
0000369500	0000500382
0000369519	0000551595
0000369527	0000501122
0000369535	0000500385
0000369640	0000551558
0000369691	0000551545
0000369721	0000551545
0000369756	0000501287
0000369861	0000500329
0000369896	0000551548
0000369918	0000551548
0000369934	0000500438
0000369942	0000551558
0000370002	0000500898
0000370010	0000551558
0000370045	0000551608
0000370061	0000500384
0000370096	0000500385
0000370134	0000501153
0000370185	0000551720
0000370193	0000551720
0000370207	0000501153
0000370223	0000551595
0000370339	0000551353
0000370347	0000551609
0000370355	0000500466
0000370363	0000500041
0000370398	0000551545
0000370428	0000551659
0000370568	0000551545
0000370584	0000500037
0000370592	0000551608
0000370606	0000500329
0000370649	0000500859
0000370657	0000500856
0000370681	0000551583
0000370738	0000551558
0000370746	0000501122
0000370754	0000500385
0000370827	0000500899
0000370878	0000500864
0000370916	0000500863
0000371084	0000500805
0000371114	0000500788
0000371149	0000500767
0000371157	0000500765
0000371165	0000500924
0000371211	0000500900
0000371270	0000500300
0000371327	0000500076
0000371343	0000551531
0000371386	0000500385
0000371459	0000500165
0000371491	0000551548
0000371505	0000551558
0000371564	0000500382
0000371572	0000500382
0000371602	0000500329
0000371610	0000500329
0000371629	0000551650
0000371688	0000500361
0000371785	0000500300
0000371823	0000501153
0000371858	0000500901
0000371890	0000551608
0000371904	0000501122
0000371912	0000551197
0000371939	0000500557
0000372013	0000500135
0000372048	0000500135
0000372064	0000500253
0000372072	0000501054
0000372080	0000500902
0000372099	0000500903
0000372129	0000500382
0000372145	0000551280
0000372188	0000551595
0000372196	0000500076
0000372226	0000551386
0000372277	0000500793
0000372285	0000551543
0000372293	0000551558
0000372307	0000551545
0000372315	0000500904
0000372366	0000500225
0000372374	0000500852
0000372420	0000551039
0000372463	0000551386
0000372528	0000551039
0000372544	0000501122
0000372552	0000551039
0000372560	0000551039
0000372587	0000500329
0000372595	0000500329
0000372617	0000500295
0000372676	0000500385
0000372706	0000551545
0000372714	0000500789
0000372722	0000500575
0000372749	0000501153
0000372803	0000500384
0000372846	0000501054
0000372854	0000501054
0000372897	0000551099
0000372935	0000500385
0000372978	0000501153
0000373028	0000500382
0000373036	0000551564
0000373052	0000500382
0000373095	0000551558
0000373109	0000501122
0000373281	0000551378
0000373311	0000500899
0000373389	0000500295
0000373427	0000501153
0000373451	0000551548
0000373486	0000500783
0000373494	0000551558
0000373524	0000551039
0000373532	0000551039
0000373575	0000551552
0000373605	0000500329
0000373664	0000551558
0000373702	0000551039
0000373729	0000551558
0000373818	0000551566
0000373826	0000551564
0000373834	0000551564
0000373842	0000551148
0000373869	0000551564
0000373877	0000551564
0000373893	0000551564
0000373907	0000551148
0000373915	0000551564
0000373923	0000551730
0000373931	0000551564
0000373958	0000551564
0000373966	0000551148
0000373974	0000551564
0000373982	0000551564
0000373990	0000551564
0000374008	0000551148
0000374016	0000500906
0000374024	0000551564
0000374032	0000551148
0000374040	0000500162
0000374059	0000551564
0000374067	0000551148
0000374075	0000551564
0000374091	0000501472
0000374105	0000501122
0000374148	0000551311
0000374156	0000551525
0000374172	0000551842
0000374253	0000500647
0000374342	0000551720
0000374377	0000551281
0000374466	0000500300
0000374598	0000501125
0000374601	0000551545
0000374628	0000551039
0000374695	0000500385
0000374717	0000551513
0000374741	0000500300
0000374792	0000500382
0000375004	0000551545
0000375012	0000551203
0000375039	0000501125
0000375055	0000500908
0000375101	0000501541
0000375128	0000500360
0000375187	0000551148
0000375209	0000500034
0000375217	0000551161
0000375268	0000500230
0000375381	0000500162
0000375438	0000501054
0000375454	0000551564
0000375462	0000551303
0000375500	0000551543
0000375519	0000551558
