KUNNR,SALES_AREA_KUNNR,HKUNNR,SALES_AREA_HKUNNR
0000404295,00201010,0000600946,00201010
0000404296,00201010,0000602032,00201010
0000404297,00201010,0000600946,00201010
0000404298,00201010,0000600946,00201010
0000404299,00201010,0000600946,00201010
0000404300,00201010,0000600946,00201010
0000404301,00201010,0000600946,00201010
0000404302,00201010,0000600946,00201010
0000404303,00201010,0000600946,00201010
0000404304,00201010,0000600946,00201010
0000404305,00201010,0000600946,00201010
0000404306,00201010,0000604062,00201010
0000404307,00201010,0000601160,00201010
0000404308,00201010,0000600946,00201010
0000404309,00201010,0000600946,00201010
0000404310,00201010,0000600342,00201010
0000404311,00201010,0000600063,00201010
0000404312,00201010,0000603778,00201010
0000404314,00201010,0000604062,00201010
0000404315,00201010,0000603589,00201010
0000404316,00201010,0000603589,00201010
0000404317,00201010,0000603589,00201010
0000404318,00201010,0000603589,00201010
0000404319,00201010,0000603589,00201010
0000404320,00201010,0000603589,00201010
0000404321,00201010,0000602032,00201010
0000404322,00201010,0000604135,00201010
0000404324,00201010,0000601179,00201010
0000404325,00201010,0000601179,00201010
0000404326,00201010,0000601179,00201010
0000404327,00201010,0000601179,00201010
0000404328,00201010,0000602032,00201010
0000404329,00201010,0000601179,00201010
0000404330,00201010,0000604062,00201010
0000404331,00201010,0000602032,00201010
0000404332,00201010,0000601179,00201010
0000404333,00201010,0000602032,00201010
0000404334,00201010,0000602032,00201010
0000404335,00201010,0000602426,00201010
0000404336,00201010,0000601497,00201010
0000404337,00201010,0000602068,00201010
0000404338,00201010,0000602068,00201010
0000404340,00201010,0000602032,00201010
0000404341,00201010,0000602032,00201010
0000404342,00201010,0000602019,00201010
0000404343,00201010,0000602032,00201010
0000404344,00201010,0000601497,00201010
0000404345,00201010,0000600946,00201010
0000404346,00201010,0000600946,00201010
0000404347,00201010,0000600946,00201010
0000404348,00201010,0000600946,00201010
0000404349,00201010,0000604062,00201010
0000404350,00201010,0000600946,00201010
0000404351,00201010,0000600946,00201010
0000404352,00201010,0000600946,00201010
0000404353,00201010,0000600946,00201010
0000404354,00201010,0000602032,00201010
0000404355,00201010,0000602032,00201010
0000404356,00201010,0000603778,00201010
0000404357,00201010,0000604062,00201010
0000404358,00201010,0000602056,00201010
0000404359,00201010,0000605174,00201010
0000404361,00201010,0000601497,00201010
0000404362,00201010,0000602032,00201010
0000404363,00201010,0000602032,00201010
0000404364,00201010,0000600063,00201010
0000404365,00201010,0000604062,00201010
0000404366,00201010,0000604062,00201010
0000404367,00201010,0000604062,00201010
0000404370,00201010,0000604062,00201010
0000404372,00201010,0000604062,00201010
0000404373,00201010,0000604062,00201010
0000404374,00201010,0000604062,00201010
0000404375,00201010,0000604062,00201010
0000404378,00201010,0000600946,00201010
0000404379,00201010,0000604062,00201010
0000404380,00201010,0000605301,00201010
0000404381,00201010,0000600946,00201010
0000404382,00201010,0000601160,00201010
0000404383,00201010,0000600946,00201010
0000404384,00201010,0000605301,00201010
0000404385,00201010,0000605301,00201010
0000404387,00201010,0000600063,00201010
0000404389,00201010,0000605301,00201010
0000404391,00201010,0000601128,00201010
0000404392,00201010,0000602068,00201010
0000404393,00201010,0000600946,00201010
0000404394,00201010,0000600946,00201010
0000404397,00201010,0000601128,00201010
0000404398,00201010,0000603643,00201010
0000404399,00201010,0000600063,00201010
0000404400,00201010,0000600946,00201010
0000404401,00201010,0000600063,00201010
0000404402,00201010,0000600063,00201010
0000404404,00201010,0000602426,00201010
0000404405,00201010,0000600063,00201010
0000404406,00201010,0000600063,00201010
0000404407,00201010,0000600063,00201010
0000404408,00201010,0000600034,00201010
0000404410,00201010,0000600946,00201010
0000404411,00201010,0000601497,00201010
0000404412,00201010,0000601160,00201010
0000404413,00201010,0000604062,00201010
0000404414,00201010,0000600946,00201010
0000404417,00201010,0000602019,00201010
0000404418,00201010,0000600946,00201010
0000404420,00201010,0000602068,00201010
0000404421,00201010,0000602068,00201010
0000404422,00201010,0000602068,00201010
0000404423,00201010,0000600946,00201010
0000404424,00201010,0000601160,00201010
0000404425,00201010,0000601160,00201010
0000404426,00201010,0000600342,00201010
0000404427,00201010,0000600946,00201010
0000404428,00201010,0000601160,00201010
0000404429,00201010,0000600946,00201010
0000404430,00201010,0000600946,00201010
0000404431,00201010,0000600946,00201010
0000404432,00201010,0000600946,00201010
0000404433,00201010,0000600946,00201010
0000404434,00201010,0000600946,00201010
0000404435,00201010,0000600946,00201010
0000404436,00201010,0000600946,00201010
0000404437,00201010,0000601160,00201010
0000404439,00201010,0000600946,00201010
0000404440,00201010,0000600946,00201010
0000404441,00201010,0000600946,00201010
0000404442,00201010,0000600946,00201010
0000404443,00201010,0000601160,00201010
0000404444,00201010,0000601160,00201010
0000404445,00201010,0000600946,00201010
0000404446,00201010,0000604062,00201010
0000404447,00201010,0000600946,00201010
0000404448,00201010,0000600946,00201010
0000404449,00201010,0000601160,00201010
0000404450,00201010,0000600946,00201010
0000404451,00201010,0000600946,00201010
0000404452,00201010,0000600946,00201010
0000404453,00201010,0000600946,00201010
0000404454,00201010,0000604062,00201010
0000404455,00201010,0000600466,00201010
0000404456,00201010,0000600946,00201010
0000404457,00201010,0000600482,00201010
0000404458,00201010,0000600989,00201010
0000404459,00201010,0000601497,00201010
0000404460,00201010,0000600946,00201010
0000404461,00201010,0000600946,00201010
0000404462,00201010,0000604062,00201010
0000404463,00201010,0000601160,00201010
0000404464,00201010,0000600946,00201010
0000404465,00201010,0000601160,00201010
0000404466,00201010,0000600946,00201010
0000404467,00201010,0000600946,00201010
0000404468,00201010,0000600946,00201010
0000404469,00201010,0000601160,00201010
0000404470,00201010,0000604062,00201010
0000404471,00201010,0000600946,00201010
0000404472,00201010,0000600946,00201010
0000404473,00201010,0000600946,00201010
0000404474,00201010,0000601160,00201010
0000404475,00201010,0000601160,00201010
0000404476,00201010,0000600946,00201010
0000404477,00201010,0000600946,00201010
0000404478,00201010,0000601160,00201010
0000404479,00201010,0000600946,00201010
0000404480,00201010,0000600946,00201010
0000404481,00201010,0000601160,00201010
0000404482,00201010,0000600946,00201010
0000404483,00201010,0000600946,00201010
0000404484,00201010,0000600946,00201010
0000404485,00201010,0000600946,00201010
0000404486,00201010,0000600946,00201010
0000404487,00201010,0000600946,00201010
0000404488,00201010,0000600946,00201010
0000404489,00201010,0000604062,00201010
0000404490,00201010,0000600946,00201010
0000404491,00201010,0000600946,00201010
0000404492,00201010,0000600946,00201010
0000404493,00201010,0000600946,00201010
0000404494,00201010,0000600946,00201010
0000404495,00201010,0000600946,00201010
0000404496,00201010,0000600946,00201010
0000404497,00201010,0000600946,00201010
0000404498,00201010,0000600946,00201010
0000404499,00201010,0000600946,00201010
0000404500,00201010,0000604062,00201010
0000404501,00201010,0000600946,00201010
0000404502,00201010,0000600946,00201010
0000404503,00201010,0000600946,00201010
0000404505,00201010,0000600946,00201010
0000404506,00201010,0000600946,00201010
0000404507,00201010,0000600946,00201010
0000404508,00201010,0000600946,00201010
0000404509,00201010,0000600946,00201010
0000404510,00201010,0000600946,00201010
0000404511,00201010,0000600490,00201010
0000404512,00201010,0000600946,00201010
0000404513,00201010,0000600946,00201010
0000404514,00201010,0000600946,00201010
0000404515,00201010,0000600946,00201010
0000404516,00201010,0000600063,00201010
0000404517,00201010,0000600946,00201010
0000404518,00201010,0000600946,00201010
0000404519,00201010,0000604062,00201010
0000404520,00201010,0000600946,00201010
0000404521,00201010,0000600946,00201010
0000404522,00201010,0000600350,00201010
0000404523,00201010,0000600946,00201010
0000404524,00201010,0000600946,00201010
0000404525,00201010,0000600946,00201010
0000404526,00201010,0000600946,00201010
0000404527,00201010,0000604062,00201010
0000404528,00201010,0000600946,00201010
0000404529,00201010,0000601055,00201010
0000404530,00201010,0000600946,00201010
0000404531,00201010,0000600946,00201010
0000404532,00201010,0000601055,00201010
0000404533,00201010,0000600946,00201010
0000404534,00201010,0000600946,00201010
0000404535,00201010,0000604062,00201010
0000404536,00201010,0000600946,00201010
0000404537,00201010,0000601055,00201010
0000404538,00201010,0000601055,00201010
0000404539,00201010,0000600946,00201010
0000404540,00201010,0000600946,00201010
0000404541,00201010,0000600156,00201010
0000404542,00201010,0000600946,00201010
0000404543,00201010,0000604062,00201010
0000404544,00201010,0000601055,00201010
0000404545,00201010,0000600946,00201010
0000404547,00201010,0000602426,00201010
0000404549,00201010,0000601497,00201010
0000404550,00201010,0000602068,00201010
0000404551,00201010,0000604062,00201010
0000404552,00201010,0000600946,00201010
0000404553,00201010,0000600946,00201010
0000404554,00201010,0000600946,00201010
0000404555,00201010,0000601055,00201010
0000404556,00201010,0000600946,00201010
0000404557,00201010,0000600946,00201010
0000404558,00201010,0000601055,00201010
0000404559,00201010,0000601055,00201010
0000404560,00201010,0000600946,00201010
0000404561,00201010,0000600946,00201010
0000404562,00201010,0000600946,00201010
0000404563,00201010,0000600946,00201010
0000404564,00201010,0000600063,00201010
0000404565,00201010,0000600946,00201010
0000404566,00201010,0000600946,00201010
0000404567,00201010,0000601055,00201010
0000404568,00201010,0000601055,00201010
0000404569,00201010,0000601055,00201010
0000404570,00201010,0000600946,00201010
0000404571,00201010,0000600946,00201010
0000404573,00201010,0000600946,00201010
0000404574,00201010,0000600946,00201010
0000404576,00201010,0000600946,00201010
0000404578,00201010,0000600350,00201010
0000404579,00201010,0000601055,00201010
0000404581,00201010,0000600071,00201010
0000404582,00201010,0000600063,00201010
0000404583,00201010,0000600342,00201010
0000404584,00201010,0000600342,00201010
0000404585,00201010,0000600946,00201010
0000404586,00201010,0000600946,00201010
0000404587,00201010,0000600377,00201010
0000404588,00201010,0000600017,00201010
0000404589,00201010,0000600030,00201010
0000404590,00201010,0000603643,00201010
0000404591,00201010,0000603643,00201010
0000404592,00201010,0000603643,00201010
0000404593,00201010,0000603589,00201010
0000404595,00201010,0000603589,00201010
0000404596,00201010,0000603643,00201010
0000404597,00201010,0000600946,00201010
0000404598,00201010,0000600946,00201010
0000404599,00201010,0000600946,00201010
0000404600,00201010,0000600946,00201010
0000404601,00201010,0000600946,00201010
0000404602,00201010,0000600946,00201010
0000404603,00201010,0000600946,00201010
0000404604,00201010,0000600946,00201010
0000404605,00201010,0000600946,00201010
0000404606,00201010,0000600946,00201010
0000404607,00201010,0000600946,00201010
0000404608,00201010,0000603643,00201010
0000404609,00201010,0000600946,00201010
0000404610,00201010,0000600946,00201010
0000404611,00201010,0000600946,00201010
0000404612,00201010,0000600946,00201010
0000404613,00201010,0000600946,00201010
0000404614,00201010,0000600946,00201010
0000404615,00201010,0000601497,00201010
0000404616,00201010,0000600946,00201010
0000404617,00201010,0000604062,00201010
0000404618,00201010,0000602032,00201010
0000404619,00201010,0000600946,00201010
0000404620,00201010,0000604062,00201010
0000404621,00201010,0000604135,00201010
0000404622,00201010,0000604135,00201010
0000404623,00201010,0000600946,00201010
0000404624,00201010,0000600350,00201010
0000404625,00201010,0000600946,00201010
0000404626,00201010,0000604410,00201010
0000404627,00201010,0000604410,00201010
0000404628,00201010,0000600946,00201010
0000404629,00201010,0000600369,00201010
0000404630,00201010,0000600032,00201010
0000404631,00201010,0000600946,00201010
0000404632,00201010,0000600946,00201010
0000404633,00201010,0000604135,00201010
0000404634,00201010,0000604062,00201010
0000404635,00201010,0000602102,00201010
0000404637,00201010,0000603783,00201010
0000404638,00201010,0000603778,00201010
0000404639,00201010,0000603783,00201010
0000404640,00201010,0000600350,00201010
0000404641,00201010,0000602056,00201010
0000404643,00201010,0000603778,00201010
0000404646,00201010,0000603643,00201010
0000404648,00201010,0000603643,00201010
0000404649,00201010,0000604062,00201010
0000404650,00201010,0000604062,00201010
0000404651,00201010,0000604062,00201010
0000404652,00201010,0000604062,00201010
0000404653,00201010,0000604062,00201010
0000404654,00201010,0000604062,00201010
0000404657,00201010,0000604062,00201010
0000404658,00201010,0000604062,00201010
0000404659,00201010,0000600350,00201010
0000404660,00201010,0000605301,00201010
0000404661,00201010,0000605301,00201010
0000404662,00201010,0000605301,00201010
0000404663,00201010,0000605301,00201010
0000404664,00201010,0000601055,00201010
0000404665,00201010,0000600946,00201010
0000404667,00201010,0000600350,00201010
0000404668,00201010,0000602032,00201010
0000404670,00201010,0000600078,00201010
0000404671,00201010,0000602032,00201010
0000404672,00201010,0000604135,00201010
0000404673,00201010,0000604135,00201010
0000404674,00201010,0000604135,00201010
0000404675,00201010,0000600078,00201010
0000404676,00201010,0000604135,00201010
0000404679,00201010,0000604135,00201010
0000404680,00201010,0000600078,00201010
0000404681,00201010,0000604135,00201010
0000404682,00201010,0000604135,00201010
0000404684,00201010,0000604135,00201010
0000404685,00201010,0000604135,00201010
0000404686,00201010,0000604135,00201010
0000404687,00201010,0000604135,00201010
0000404689,00201010,0000600342,00201010
0000404690,00201010,0000604135,00201010
0000404691,00201010,0000600350,00201010
0000404692,00201010,0000604135,00201010
0000404693,00201010,0000604135,00201010
0000404694,00201010,0000604135,00201010
0000404696,00201010,0000604135,00201010
0000404697,00201010,0000604135,00201010
0000404698,00201010,0000604135,00201010
0000404699,00201010,0000601055,00201010
0000404700,00201010,0000604135,00201010
0000404701,00201010,0000604135,00201010
0000404702,00201010,0000600946,00201010
0000404703,00201010,0000604135,00201010
0000404704,00201010,0000604135,00201010
0000404705,00201010,0000600350,00201010
0000404706,00201010,0000604135,00201010
0000404708,00201010,0000604135,00201010
0000404709,00201010,0000604135,00201010
0000404710,00201010,0000604135,00201010
0000404711,00201010,0000604135,00201010
0000404712,00201010,0000604135,00201010
0000404714,00201010,0000604135,00201010
0000404715,00201010,0000604135,00201010
0000404716,00201010,0000604135,00201010
0000404717,00201010,0000604135,00201010
0000404718,00201010,0000604135,00201010
0000404720,00201010,0000604135,00201010
0000404721,00201010,0000604135,00201010
0000404722,00201010,0000604135,00201010
0000404723,00201010,0000604135,00201010
0000404724,00201010,0000604135,00201010
0000404725,00201010,0000604135,00201010
0000404726,00201010,0000600946,00201010
0000404727,00201010,0000604135,00201010
0000404730,00201010,0000604135,00201010
0000404732,00201010,0000604135,00201010
0000404733,00201010,0000604135,00201010
0000404734,00201010,0000604135,00201010
0000404735,00201010,0000604135,00201010
0000404737,00201010,0000604135,00201010
0000404738,00201010,0000604135,00201010
0000404739,00201010,0000604135,00201010
0000404740,00201010,0000604135,00201010
0000404741,00201010,0000604135,00201010
0000404742,00201010,0000604135,00201010
0000404743,00201010,0000604135,00201010
0000404744,00201010,0000604135,00201010
0000404745,00201010,0000604135,00201010
0000404746,00201010,0000604135,00201010
0000404747,00201010,0000604135,00201010
0000404748,00201010,0000600946,00201010
0000404749,00201010,0000604135,00201010
0000404752,00201010,0000604135,00201010
0000404753,00201010,0000600946,00201010
0000404754,00201010,0000604135,00201010
0000404756,00201010,0000601055,00201010
0000404758,00201010,0000602076,00201010
0000404760,00201010,0000602426,00201010
0000404761,00201010,0000600946,00201010
0000404762,00201010,0000600482,00201010
0000404764,00201010,0000605980,00201010
0000404767,00201010,0000606553,00201010
0000404768,00201010,0000600946,00201010
0000404769,00201010,0000600946,00201010
0000404770,00201010,0000600946,00201010
0000404771,00201010,0000600946,00201010
0000404772,00201010,0000604135,00201010
0000404773,00201010,0000600946,00201010
0000404774,00201010,0000600946,00201010
0000404775,00201010,0000600946,00201010
0000404776,00201010,0000600946,00201010
0000404777,00201010,0000600946,00201010
0000404778,00201010,0000600946,00201010
0000404779,00201010,0000600342,00201010
0000404780,00201010,0000600350,00201010
0000404783,00201010,0000600071,00201010
0000404786,00201010,0000604135,00201010
0000404787,00201010,0000604135,00201010
0000404788,00201010,0000604135,00201010
0000404790,00201010,0000604135,00201010
0000404791,00201010,0000604135,00201010
0000404792,00201010,0000604135,00201010
0000404793,00201010,0000604135,00201010
0000404794,00201010,0000604135,00201010
0000404796,00201010,0000604135,00201010
0000404798,00201010,0000604135,00201010
0000404800,00201010,0000604135,00201010
0000404801,00201010,0000604135,00201010
0000404802,00201010,0000600350,00201010
0000404803,00201010,0000604135,00201010
0000404805,00201010,0000604135,00201010
0000404808,00201010,0000604135,00201010
0000404809,00201010,0000604135,00201010
0000404810,00201010,0000600071,00201010
0000404811,00201010,0000604135,00201010
0000404812,00201010,0000604135,00201010
0000404815,00201010,0000604135,00201010
0000404816,00201010,0000604135,00201010
0000404817,00201010,0000604135,00201010
0000404818,00201010,0000604135,00201010
0000404819,00201010,0000604135,00201010
0000404820,00201010,0000604135,00201010
0000404821,00201010,0000604135,00201010
0000404824,00201010,0000604135,00201010
0000404825,00201010,0000604135,00201010
0000404826,00201010,0000604135,00201010
0000404829,00201010,0000600350,00201010
0000404830,00201010,0000604135,00201010
0000404831,00201010,0000604135,00201010
0000404832,00201010,0000604135,00201010
0000404833,00201010,0000604135,00201010
0000404834,00201010,0000604135,00201010
0000404836,00201010,0000604135,00201010
0000404837,00201010,0000600350,00201010
0000404838,00201010,0000604135,00201010
0000404839,00201010,0000604135,00201010
0000404840,00201010,0000604135,00201010
0000404841,00201010,0000604135,00201010
0000404842,00201010,0000604135,00201010
0000404843,00201010,0000604135,00201010
0000404845,00201010,0000600350,00201010
0000404846,00201010,0000604135,00201010
0000404847,00201010,0000604135,00201010
0000404848,00201010,0000604135,00201010
0000404849,00201010,0000604135,00201010
0000404850,00201010,0000604135,00201010
0000404851,00201010,0000604135,00201010
0000404852,00201010,0000604135,00201010
0000404853,00201010,0000600350,00201010
0000404854,00201010,0000604135,00201010
0000404855,00201010,0000604135,00201010
0000404857,00201010,0000604135,00201010
0000404858,00201010,0000604135,00201010
0000404859,00201010,0000604135,00201010
0000404860,00201010,0000604135,00201010
0000404861,00201010,0000600350,00201010
0000404864,00201010,0000600946,00201010
0000404865,00201010,0000604135,00201010
0000404866,00201010,0000604135,00201010
0000404867,00201010,0000604135,00201010
0000404868,00201010,0000604135,00201010
0000404869,00201010,0000604135,00201010
0000404870,00201010,0000604135,00201010
0000404871,00201010,0000600946,00201010
0000404873,00201010,0000600946,00201010
0000404875,00201010,0000604410,00201010
0000404876,00201010,0000602040,00201010
0000404877,00201010,0000602426,00201010
0000404878,00201010,0000602019,00201010
0000404879,00201010,0000600063,00201010
0000404880,00201010,0000600342,00201010
0000404881,00201010,0000605980,00201010
0000404882,00201010,0000604135,00201010
0000404883,00201010,0000604135,00201010
0000404885,00201010,0000604135,00201010
0000404886,00201010,0000604135,00201010
0000404887,00201010,0000604135,00201010
0000404888,00201010,0000600350,00201010
0000404889,00201010,0000604135,00201010
0000404891,00201010,0000604135,00201010
0000404892,00201010,0000604135,00201010
0000404893,00201010,0000604135,00201010
0000404894,00201010,0000604135,00201010
0000404895,00201010,0000604135,00201010
0000404896,00201010,0000600350,00201010
0000404897,00201010,0000604135,00201010
0000404898,00201010,0000604135,00201010
0000404899,00201010,0000604135,00201010
0000404901,00201010,0000604135,00201010
0000404902,00201010,0000604135,00201010
0000404903,00201010,0000604135,00201010
0000404904,00201010,0000604135,00201010
0000404905,00201010,0000604135,00201010
0000404906,00201010,0000604135,00201010
0000404907,00201010,0000604135,00201010
0000404908,00201010,0000604135,00201010
0000404909,00201010,0000604135,00201010
0000404910,00201010,0000604135,00201010
0000404911,00201010,0000604135,00201010
0000404912,00201010,0000604135,00201010
0000404913,00201010,0000604135,00201010
0000404914,00201010,0000604135,00201010
0000404915,00201010,0000604135,00201010
0000404916,00201010,0000604135,00201010
0000404917,00201010,0000604135,00201010
0000404918,00201010,0000600350,00201010
0000404919,00201010,0000604135,00201010
0000404920,00201010,0000604135,00201010
0000404921,00201010,0000601055,00201010
0000404922,00201010,0000604135,00201010
0000404924,00201010,0000600946,00201010
0000404925,00201010,0000604135,00201010
0000404926,00201010,0000600350,00201010
0000404928,00201010,0000604135,00201010
0000404929,00201010,0000604135,00201010
0000404930,00201010,0000604135,00201010
0000404931,00201010,0000604135,00201010
0000404932,00201010,0000604135,00201010
0000404933,00201010,0000604135,00201010
0000404934,00201010,0000600350,00201010
0000404935,00201010,0000604135,00201010
0000404936,00201010,0000604135,00201010
0000404937,00201010,0000604135,00201010
0000404938,00201010,0000604135,00201010
0000404940,00201010,0000604135,00201010
0000404941,00201010,0000604135,00201010
0000404942,00201010,0000600350,00201010
0000404943,00201010,0000604135,00201010
0000404944,00201010,0000604135,00201010
0000404945,00201010,0000604135,00201010
0000404946,00201010,0000604135,00201010
0000404947,00201010,0000604135,00201010
0000404949,00201010,0000604135,00201010
0000404950,00201010,0000600350,00201010
0000404951,00201010,0000601055,00201010
0000404952,00201010,0000604135,00201010
0000404953,00201010,0000604135,00201010
0000404954,00201010,0000604135,00201010
0000404955,00201010,0000604135,00201010
0000404956,00201010,0000604135,00201010
0000404957,00201010,0000604135,00201010
0000404958,00201010,0000600946,00201010
0000404959,00201010,0000604135,00201010
0000404960,00201010,0000604135,00201010
0000404962,00201010,0000604135,00201010
0000404963,00201010,0000600071,00201010
0000404964,00201010,0000601497,00201010
0000404965,00201010,0000600071,00201010
0000404967,00201010,0000600071,00201010
0000404969,00201010,0000600350,00201010
0000404970,00201010,0000602102,00201010
0000404971,00201010,0000600946,00201010
0000404972,00201010,0000600946,00201010
0000404973,00201010,0000600946,00201010
0000404974,00201010,0000600946,00201010
0000404975,00201010,0000600946,00201010
0000404976,00201010,0000600946,00201010
0000404977,00201010,0000600350,00201010
0000404978,00201010,0000600946,00201010
0000404979,00201010,0000600946,00201010
0000404980,00201010,0000600946,00201010
0000404981,00201010,0000600946,00201010
0000404982,00201010,0000600946,00201010
0000404983,00201010,0000600946,00201010
0000404984,00201010,0000600946,00201010
0000404985,00201010,0000600350,00201010
0000404986,00201010,0000602012,00201010
0000404987,00201010,0000602019,00201010
0000404988,00201010,0000550243,00201010
0000404990,00201010,0000550243,00201010
0000404993,00201010,0000600350,00201010
0000404995,00201010,0000550243,00201010
0000404997,00201010,0000550243,00201010
0000405000,00201010,0000600350,00201010
0000405002,00201010,0000600946,00201010
0000405003,00201010,0000550244,00201010
0000405004,00201010,0000550244,00201010
0000405005,00201010,0000550244,00201010
0000405006,00201010,0000550244,00201010
0000405007,00201010,0000550244,00201010
0000405008,00201010,0000550244,00201010
0000405009,00201010,0000605980,00201010
0000405010,00201010,0000605980,00201010
0000405011,00201010,0000605980,00201010
0000405013,00201010,0000600946,00201010
0000405014,00201010,0000602068,00201010
0000405015,00201010,0000600946,00201010
0000405016,00201010,0000600946,00201010
0000405017,00201010,0000600946,00201010
0000405018,00201010,0000600007,00201010
0000405019,00201010,0000600350,00201010
0000405020,00201010,0000602019,00201010
0000405021,00201010,0000602019,00201010
0000405022,00201010,0000602019,00201010
0000405023,00201010,0000602426,00201010
0000405025,00201010,0000600946,00201010
0000405027,00201010,0000600350,00201010
0000405028,00201010,0000600063,00201010
0000405029,00201010,0000601055,00201010
0000405030,00201010,0000600946,00201010
0000405031,00201010,0000600946,00201010
0000405033,00201010,0000601497,00201010
0000405034,00201010,0000601497,00201010
0000405035,00201010,0000600071,00201010
0000405036,00201010,0000600660,00201010
0000405037,00201010,0000600946,00201010
0000405038,00201010,0000600946,00201010
0000405039,00201010,0000601497,00201010
0000405040,00201010,0000601497,00201010
0000405041,00201010,0000600946,00201010
0000405042,00201010,0000600849,00201010
0000405043,00201010,0000600350,00201010
0000405045,00201010,0000600071,00201010
0000405046,00201010,0000600006,00201010
0000405047,00201010,0000600078,00201010
0000405048,00201010,0000600078,00201010
0000405050,00201010,0000604135,00201010
0000405051,00201010,0000600350,00201010
0000405052,00201010,0000604135,00201010
0000405053,00201010,0000604135,00201010
0000405054,00201010,0000604135,00201010
0000405056,00201010,0000604135,00201010
0000405057,00201010,0000604135,00201010
0000405058,00201010,0000604135,00201010
0000405059,00201010,0000604135,00201010
0000405060,00201010,0000604135,00201010
0000405061,00201010,0000604135,00201010
0000405062,00201010,0000604062,00201010
0000405063,00201010,0000604135,00201010
0000405064,00201010,0000604135,00201010
0000405065,00201010,0000604135,00201010
0000405066,00201010,0000604135,00201010
0000405067,00201010,0000604135,00201010
0000405068,00201010,0000604135,00201010
0000405070,00201010,0000604135,00201010
0000405071,00201010,0000604135,00201010
0000405072,00201010,0000604135,00201010
0000405073,00201010,0000604135,00201010
0000405074,00201010,0000604135,00201010
0000405076,00201010,0000604135,00201010
0000405077,00201010,0000604135,00201010
0000405078,00201010,0000600350,00201010
0000405082,00201010,0000604135,00201010
0000405083,00201010,0000604135,00201010
0000405084,00201010,0000604135,00201010
0000405085,00201010,0000604135,00201010
0000405086,00201010,0000600350,00201010
0000405087,00201010,0000604135,00201010
0000405088,00201010,0000604135,00201010
0000405089,00201010,0000604135,00201010
0000405091,00201010,0000604135,00201010
0000405093,00201010,0000604135,00201010
0000405094,00201010,0000600350,00201010
0000405095,00201010,0000604135,00201010
0000405096,00201010,0000604135,00201010
0000405097,00201010,0000604135,00201010
0000405098,00201010,0000604135,00201010
0000405099,00201010,0000604135,00201010
0000405100,00201010,0000604135,00201010
0000405102,00201010,0000604135,00201010
0000405103,00201010,0000604135,00201010
0000405104,00201010,0000604135,00201010
0000405106,00201010,0000604135,00201010
0000405107,00201010,0000604135,00201010
0000405108,00201010,0000600350,00201010
0000405109,00201010,0000604135,00201010
0000405110,00201010,0000604135,00201010
0000405112,00201010,0000604135,00201010
0000405113,00201010,0000604135,00201010
0000405114,00201010,0000604135,00201010
0000405115,00201010,0000604135,00201010
0000405117,00201010,0000604135,00201010
0000405118,00201010,0000604135,00201010
0000405119,00201010,0000604135,00201010
0000405120,00201010,0000604135,00201010
0000405121,00201010,0000604135,00201010
0000405122,00201010,0000604135,00201010
0000405123,00201010,0000604135,00201010
0000405124,00201010,0000600350,00201010
0000405125,00201010,0000604135,00201010
0000405126,00201010,0000604135,00201010
0000405127,00201010,0000604135,00201010
0000405128,00201010,0000604135,00201010
0000405129,00201010,0000604135,00201010
0000405130,00201010,0000604135,00201010
0000405132,00201010,0000600350,00201010
0000405134,00201010,0000604135,00201010
0000405135,00201010,0000604135,00201010
0000405137,00201010,0000604135,00201010
0000405138,00201010,0000602426,00201010
0000405139,00201010,0000604062,00201010
0000405140,00201010,0000600350,00201010
0000405141,00201010,0000604062,00201010
0000405142,00201010,0000604062,00201010
0000405143,00201010,0000604062,00201010
0000405144,00201010,0000604062,00201010
0000405145,00201010,0000604062,00201010
0000405146,00201010,0000604062,00201010
0000405147,00201010,0000604062,00201010
0000405148,00201010,0000605301,00201010
0000405149,00201010,0000605301,00201010
0000405150,00201010,0000605301,00201010
0000405151,00201010,0000605301,00201010
0000405152,00201010,0000605301,00201010
0000405153,00201010,0000604062,00201010
0000405154,00201010,0000605301,00201010
0000405155,00201010,0000605301,00201010
0000405157,00201010,0000605301,00201010
0000405158,00201010,0000600989,00201010
0000405159,00201010,0000600350,00201010
0000405160,00201010,0000604135,00201010
0000405161,00201010,0000604062,00201010
0000405162,00201010,0000604135,00201010
0000405164,00201010,0000602032,00201010
0000405165,00201010,0000604135,00201010
0000405167,00201010,0000600350,00201010
0000405168,00201010,0000604135,00201010
0000405169,00201010,0000604135,00201010
0000405170,00201010,0000604135,00201010
0000405173,00201010,0000604062,00201010
0000405174,00201010,0000604135,00201010
0000405175,00201010,0000600350,00201010
0000405176,00201010,0000604135,00201010
0000405177,00201010,0000604135,00201010
0000405178,00201010,0000604135,00201010
0000405180,00201010,0000604135,00201010
0000405181,00201010,0000604135,00201010
0000405182,00201010,0000604135,00201010
0000405183,00201010,0000600350,00201010
0000405184,00201010,0000604135,00201010
0000405185,00201010,0000604135,00201010
0000405186,00201010,0000604135,00201010
0000405187,00201010,0000604135,00201010
0000405188,00201010,0000604135,00201010
0000405189,00201010,0000604135,00201010
0000405190,00201010,0000604135,00201010
0000405191,00201010,0000600350,00201010
0000405192,00201010,0000604135,00201010
0000405193,00201010,0000604062,00201010
0000405194,00201010,0000604135,00201010
0000405195,00201010,0000604135,00201010
